ID,Name,Date of Birth,Weight (KG),Height (CM),Locality,Nationality,Association,Wins,Losses,Draws,Last Fight
226,Daiju Takase,1978-04-20T00:00:00,83.01,182.88,Tokyo,Japan,IamI,12,15,2,2015-07-25T00:00:00
227,Andre Pederneiras,1967-03-22T00:00:00,72.57,172.72,None,Brazil,Nova Uniao,1,1,2,2000-05-26T00:00:00
228,Jens Pulver,1974-12-06T00:00:00,61.23,170.18,"Crystal Lake, Illinois",United States,Team Extreme,27,19,1,2013-11-23T00:00:00
229,Alfonso Alcarez,1970-06-10T00:00:00,61.23,160.02,"Las Vegas, Nevada",United States,Nickwan Kick Gym,1,3,1,2002-11-15T00:00:00
230,John Lewis,1969-07-16T00:00:00,72.57,182.88,"Las Vegas, Nevada",United States,Lewis,3,4,3,2000-11-17T00:00:00
231,Lowell Anderson,None,71.67,167.64,"Fairfield, Idaho",United States,Gracie Jiu-Jitsu,0,1,0,1999-09-24T00:00:00
232,Matt Hughes,1973-10-13T00:00:00,77.11,175.26,"Hillsboro, Illinois",United States,HIT Squad,45,9,0,2011-09-24T00:00:00
233,Steve Judson,None,99.79,185.42,"Phoenix, Arizona",United States,None,0,2,0,2000-03-10T00:00:00
234,Katsuhisa Fujii,1972-08-15T00:00:00,98.43,182.88,Hiroshima,Japan,Core,9,18,1,2010-02-28T00:00:00
235,Masutatsu Yano,None,89.81,175.26,None,Japan,RJW Central,2,4,1,2004-01-22T00:00:00
236,Kenichi Yamamoto,1976-07-11T00:00:00,83.91,180.34,None,Japan,Power of Dream,5,12,2,2013-03-09T00:00:00
237,Keiichiro Yamamiya,1972-07-12T00:00:00,77.11,180.34,"Chigasaki, Kanagawa",Japan,Grabaka,45,35,10,2015-02-01T00:00:00
238,Joe Slick,1977-10-17T00:00:00,90.26,182.88,"Iowa City, Iowa",USA,None,16,5,3,2000-11-12T00:00:00
239,Shonie Carter,1972-05-03T00:00:00,79.83,175.26,"Chicago, Illinois",United States,Iron Academy,51,31,7,2015-07-25T00:00:00
240,Brad Gumm,None,77.11,180.34,"Littleton, Colorado",United States,Gumm Mixed Martial Arts,10,6,1,2004-08-13T00:00:00
241,Scott Adams,1974-07-16T00:00:00,102.06,182.88,"San Luis Obispo, California",USA,The Pit,8,1,0,2000-03-10T00:00:00
242,Ian Freeman,1970-12-31T00:00:00,92.99,180.34,"Sunderland, Tyne and Wear",England,Machine MMA,20,7,1,2013-07-27T00:00:00
243,David Velasquez,None,65.77,165.1,"San Jose, California",United States,American Kickboxing Academy,10,10,0,2013-05-30T00:00:00
244,Bob Cook,None,77.11,175.26,"Fresno, California",United States,American Kickboxing Academy,5,0,0,2000-03-10T00:00:00
245,Dave Menne,1974-07-29T00:00:00,83.91,177.8,"Minneapolis, Minnesota",United States,Menne Combat Academy,45,17,2,2012-03-31T00:00:00
246,Lance Gibson,1970-11-20T00:00:00,83.91,175.26,"Port Moody, British Columbia",Canada,Gibson Kickboxing &amp; Pankration,4,5,0,2002-01-12T00:00:00
247,Jermaine Andre,1973-07-16T00:00:00,83.91,170.18,"Collinville, Illinois",United States,None,14,4,0,2006-10-04T00:00:00
248,Tedd Williams,1969-12-19T00:00:00,113.4,182.88,"Hesperia, California",United States,Williams Combat Grappling,7,1,0,2000-09-22T00:00:00
249,Koji Oishi,1977-05-31T00:00:00,65.77,172.72,Tokyo,Japan,PANCRASEism,25,10,10,2014-08-29T00:00:00
250,Ikuhisa Minowa,1976-01-12T00:00:00,83.91,175.26,"Nagoya, Aichi",Japan,Kuma Gym,60,41,8,2016-02-27T00:00:00
251,Satoshi Honma,1968-05-19T00:00:00,92.53,182.88,Niigata,Japan,None,4,6,3,2004-07-04T00:00:00
252,Sanae Kikuta,1971-09-10T00:00:00,90.72,175.26,Tokyo,Japan,Grabaka,31,9,3,2014-12-23T00:00:00
253,Murilo Bustamante,1966-07-30T00:00:00,83.91,185.42,"Arpoador, Rio de Janeiro",Brazil,Brazilian Top Team,15,8,1,2012-03-31T00:00:00
254,Adrian Serrano,1963-12-23T00:00:00,79.38,172.72,"Milwaukee, Wisconsin",United States,Adrian Serrano Combat Sports Gym,56,29,4,2008-07-11T00:00:00
255,Nate Schroeder,None,104.33,185.42,"Rock Island, Illinois",United States,None,11,10,0,2003-02-15T00:00:00
256,Joao Roque,1971-07-22T00:00:00,65.77,167.64,"Luanda, Luanda",Angola,Nova Uniao,7,2,4,2005-03-11T00:00:00
257,Marcelo Aguiar,None,76.2,172.72,None,Brazil,None,2,3,1,2000-06-09T00:00:00
258,Alex Andrade,1974-05-14T00:00:00,90.72,180.34,"Laredo, Texas",United States,Lion's Den,10,5,0,2009-07-12T00:00:00
259,John Alessio,1979-07-05T00:00:00,70.31,177.8,"Vancouver, British Columbia",Canada,Xtreme Couture,35,17,0,2015-06-26T00:00:00
260,Tyrone Roberts,1972-07-14T00:00:00,96.62,175.26,"Tama, Iowa",United States,None,43,11,1,2015-01-24T00:00:00
261,CJ Fernandes,1977-11-13T00:00:00,77.11,182.88,"Granite City, Illinois",USA,HIT Squad,14,8,3,2009-01-23T00:00:00
262,Jeff Monson,1971-01-18T00:00:00,107.95,175.26,"Miami, Florida",United States,American Top Team,60,26,1,2016-10-22T00:00:00
263,Yuki Kondo,1975-07-17T00:00:00,77.11,180.34,"Nagaoka, Niigata",Japan,Pancraseism Yokohama,59,32,9,2016-12-11T00:00:00
264,Alexandre Dantas,1979-01-03T00:00:00,107.95,187.96,Rio de Janeiro,Brazil,Gracie Barra Combat Team,0,2,0,2003-02-28T00:00:00
265,Bobby Hoffman,1966-10-28T00:00:00,111.13,187.96,"Bettendorf, Iowa",United States,Universal Grappling Academy,36,10,1,2006-08-12T00:00:00
266,Ben Earwood,None,76.66,0,None,None,Miletich Martial Arts,12,3,0,2001-12-16T00:00:00
267,Chris Lytle,1974-08-18T00:00:00,77.11,180.34,"Indianapolis, Indiana",United States,Integrated Fighting Academy,31,18,5,2011-08-14T00:00:00
268,Mark Hughes,1973-10-13T00:00:00,83.91,172.72,"Hillsborough, Illinois",USA,Miletich Martial Arts,6,2,0,2003-08-02T00:00:00
269,Alex Stiebling,1976-12-26T00:00:00,88.45,187.96,"Indianapolis, Indiana",United States,Integrated Fighting Academy,19,11,1,2009-09-12T00:00:00
270,Andrei Arlovski,1979-02-04T00:00:00,109.32,193.04,Minsk,Belarus,Jackson-Wink MMA,25,14,0,2017-01-28T00:00:00
271,Aaron Brink,1974-11-12T00:00:00,92.08,190.5,"San Diego, California",United States,None,26,26,0,2016-10-15T00:00:00
272,Josh Barnett,1977-11-10T00:00:00,112.49,190.5,"Seattle, Washington",United States,CSW,35,8,0,2016-09-03T00:00:00
273,Gan McGee,1976-11-20T00:00:00,117.93,208.28,"San Luis Obispo, California",United States,S.K.S. Fight Team,13,5,0,2009-07-25T00:00:00
274,Renato Sobral,1975-07-09T00:00:00,92.99,182.88,Rio de Janeiro,Brazil,Babalu's Iron Gym,37,11,0,2013-06-19T00:00:00
275,Dennis Hallman,1975-12-02T00:00:00,82.1,175.26,"Yelm, Washington",United States,Victory Athletics,53,20,2,2015-11-19T00:00:00
276,Matt Lindland,1970-05-17T00:00:00,83.91,182.88,"Eagle Creek, Oregon",United States,Team Quest,22,9,0,2011-05-21T00:00:00
277,Sean Sherk,1973-08-05T00:00:00,70.31,167.64,"Minneapolis, Minnesota",United States,Minnesota Martial Arts Academy,36,4,1,2010-09-25T00:00:00
278,Phil Baroni,1976-04-16T00:00:00,77.11,175.26,"Long Island, New York",United States,American Kickboxing Academy,15,18,0,2014-07-25T00:00:00
279,Curtis Stout,1973-11-07T00:00:00,83.91,185.42,"Kansas City, Kansas",USA,None,11,12,1,2007-05-18T00:00:00
280,Mark Robinson,1969-12-31T00:00:00,136.08,182.88,"Atlanta, Georgia",USA,Cal Cooper,1,0,0,2001-02-23T00:00:00
281,Elvis Sinosic,1971-02-13T00:00:00,90.26,190.5,Sydney,Australia,Sinosic Perosh Martial Arts,7,11,2,2007-12-01T00:00:00
282,Phil Johns,1969-12-31T00:00:00,72.57,157.48,"Canton, Illinois",United States,Silverbacks Vale Tudo,30,14,1,2006-03-18T00:00:00
283,Caol Uno,1975-05-08T00:00:00,65.77,170.18,"Yokosuka, Kanagawa",Japan,Uno Dojo,33,18,5,2016-04-23T00:00:00
284,Frank Shamrock,1972-12-08T00:00:00,83.91,177.8,"Santa Monica, California",United States,The Alliance,23,10,2,2009-04-11T00:00:00
285,Courtney Turner,None,79.38,187.96,"Metairie, Louisiana",USA,None,0,3,0,1998-03-13T00:00:00
286,Julian Dotson,None,0,0,None,None,None,0,3,0,2000-12-06T00:00:00
287,Chris Condo,None,0,0,None,None,None,0,1,0,1999-05-07T00:00:00
288,Kazunari Murakami,1973-11-29T00:00:00,99.79,185.42,Toyama,Japan,UFO,5,5,0,2003-09-13T00:00:00
289,John Dixson,1965-10-16T00:00:00,124.74,182.88,"Biloxi, Mississippi",United States,Dixson's Dungeon,15,22,0,2006-11-17T00:00:00
290,Renzo Gracie,1967-03-11T00:00:00,77.56,177.8,Rio de Janeiro,Brazil,Renzo Gracie Jiu-Jitsu,13,7,1,2010-04-10T00:00:00
291,Nathan Jones,1970-08-21T00:00:00,156.49,210.82,"Hobart, Tasmania",Australia,Ultimate Pro Wrestling,0,1,0,1997-10-11T00:00:00
292,Rickson Gracie,1958-11-20T00:00:00,83.91,177.8,Rio de Janeiro,Brazil,Rickson Gracie Jiu-Jitsu,11,0,0,2000-05-26T00:00:00
293,Nobuhiko Takada,1962-04-12T00:00:00,95.25,182.88,"Yokohama, Kanagawa",Japan,Takada Dojo,2,6,2,2002-11-24T00:00:00
294,Royler Gracie,1965-12-06T00:00:00,68.04,172.72,Rio de Janeiro,Brazil,Gracie Humaita,5,5,1,2011-09-14T00:00:00
295,Naoki Sano,1961-02-01T00:00:00,91.63,180.34,Tokyo,Japan,Takada Dojo,0,4,0,2000-06-04T00:00:00
296,Vernon White,1971-12-03T00:00:00,92.99,182.88,"Palo Alto, California",United States,Lion's Den,26,33,2,2010-03-20T00:00:00
297,Branko Cikatic,1954-10-03T00:00:00,99.79,190.5,Split,Croatia,Tiger Gym,0,2,0,1999-09-12T00:00:00
298,Pedro Otavio,1967-12-17T00:00:00,110.22,190.5,Rio De Janeiro,Brazil,Academia Budokan Luta Livre,19,8,0,2001-11-11T00:00:00
299,Kyle Sturgeon,1963-02-01T00:00:00,101.6,190.5,California,United States,None,0,1,0,1998-06-24T00:00:00
300,Igor Vovchanchyn,1973-08-06T00:00:00,92.99,172.72,Kharkov,Ukraine,Team Vovchanchyn,55,10,0,2005-08-28T00:00:00
301,Egan Inoue,1965-06-04T00:00:00,86.18,175.26,"Honolulu, Hawaii",United States,Egan's Training Center,13,8,0,2008-05-16T00:00:00
302,Francisco Bueno,1972-12-23T00:00:00,100.7,185.42,"Rio de Janeiro, Rio de Janeiro",Brazil,Chico Bueno Team,5,2,0,2007-09-22T00:00:00
303,Soichi Nishida,1967-03-02T00:00:00,143.34,180.34,Toyama,Japan,Club Barbarian,5,10,1,2009-08-23T00:00:00
304,Carl Ognibene,1970-01-25T00:00:00,83.91,180.34,"Winter Haven, Florida",United States,World Class Martial Arts,6,4,0,2008-11-01T00:00:00
307,Naoya Ogawa,1968-03-31T00:00:00,114.76,193.04,None,Japan,UFO,7,2,0,2005-12-31T00:00:00
308,Larry Parker,1963-08-15T00:00:00,92.99,180.34,"Denver, Colorado",United States,None,13,6,1,2001-04-27T00:00:00
309,Tuli Kulihaapai,1961-05-10T00:00:00,101.6,185.42,None,Tonga,None,1,1,0,2000-07-22T00:00:00
310,Bob Schrijber,1965-03-03T00:00:00,107.5,182.88,Wormer,Netherlands,Team Schrijber,20,17,1,2008-10-05T00:00:00
311,Frank Trigg,1972-05-07T00:00:00,82.1,172.72,"Rochester, New York",United States,Xtreme Couture,21,9,0,2011-09-10T00:00:00
312,Tom Erikson,1964-07-06T00:00:00,127.01,190.5,"Chicago Heights, Illinois",United States,None,9,4,1,2008-08-01T00:00:00
313,Ricardo Morais,1967-02-26T00:00:00,122.47,203.2,Rio de Janeiro,Brazil,Team Nogueira,10,4,1,2006-09-10T00:00:00
314,Osamu Kawahara,1963-09-12T00:00:00,134.72,195.58,None,Japan,SPWF,0,4,0,2001-12-23T00:00:00
315,Kazuyuki Fujita,1970-10-16T00:00:00,108.86,182.88,"Funabashi, Chiba",Japan,Team Fujita,15,12,0,2016-09-25T00:00:00
316,Masaaki Satake,1965-08-17T00:00:00,106.14,185.42,None,Japan,None,1,8,1,2002-12-31T00:00:00
317,Juan Mott,1965-12-07T00:00:00,84.82,185.42,"Orange Park, Florida",Brazil,Juan Mott Brazilian Jiu-Jitsu,3,4,0,1999-08-28T00:00:00
318,Daijiro Matsui,1972-12-05T00:00:00,83.91,175.26,Tokyo,Japan,Independent,13,29,7,2016-07-31T00:00:00
319,Willie Peeters,1965-10-26T00:00:00,98.88,175.26,None,Holland,Dolman Gym,9,10,1,2000-06-04T00:00:00
320,Minoru Toyonaga,1978-06-12T00:00:00,88.45,180.34,Tokyo,Japan,Takada Dojo,2,5,0,1999-08-01T00:00:00
321,John Renken,1972-12-31T00:00:00,82.55,177.8,"Peoria, Illinois",United States,USCAA,18,28,4,2005-04-02T00:00:00
322,Takayuki Okada,None,129.73,185.42,None,Japan,None,3,3,2,2003-05-05T00:00:00
323,Gilbert Yvel,1976-06-30T00:00:00,102.06,187.96,Amsterdam,Netherlands,Throwdown,39,16,1,2016-11-19T00:00:00
324,Igor Borisov,1964-05-18T00:00:00,106.59,0,None,Russia,None,1,1,0,2000-08-27T00:00:00
325,Ryan Gracie,1974-08-14T00:00:00,83.91,175.26,Rio De Janeiro,Brazil,None,5,2,0,2004-12-31T00:00:00
326,Yoshiaki Yatsu,1956-07-19T00:00:00,119.75,185.42,None,Japan,SPWF,0,2,0,2001-09-24T00:00:00
327,Herman Renting,1968-12-31T00:00:00,97.52,182.88,None,Holland,Nijman,1,3,0,2001-01-28T00:00:00
328,Shannon Ritch,1970-09-27T00:00:00,92.99,175.26,"Coolidge, Arizona",United States,Team Cannon,55,80,0,2016-04-25T00:00:00
329,Tokimitsu Ishizawa,1968-08-05T00:00:00,84.82,182.88,None,Japan,None,1,5,1,2009-10-25T00:00:00
330,Amir Rahnavardi,1974-07-12T00:00:00,83.91,185.42,"Irvine, California",United States,Beverly Hills Jiu-Jitsu Club,11,10,0,2008-10-29T00:00:00
331,Hans Nijman,1959-09-23T00:00:00,111.58,182.88,Beverwijk,Netherlands,Top Team Beverwijk,9,7,0,2013-03-09T00:00:00
332,Tony Huecias,None,0,0,None,None,None,1,1,0,2001-02-24T00:00:00
333,Victor Hunsaker,1976-05-03T00:00:00,77.11,175.26,"San Diego, California",United States,Shark Tank,12,6,1,2005-06-12T00:00:00
334,Kevin Hogan,None,72.57,165.1,None,USA,None,1,5,0,2006-09-17T00:00:00
335,Shungo Oyama,1974-04-11T00:00:00,83.91,177.8,Tochigi,Japan,Freelance,14,19,0,2014-12-06T00:00:00
336,Reggie Cardiel,1970-07-20T00:00:00,83.91,185.42,"San Diego, California",United States,None,8,4,1,2006-06-17T00:00:00
337,Jacen Flynn,1978-07-26T00:00:00,92.99,182.88,"Twin Falls, Idaho",United States,Primal Tribe Fighting Club,10,3,0,2012-08-10T00:00:00
338,Dean Lister,1976-02-13T00:00:00,83.91,185.42,"San Diego, California",United States,Victory MMA,13,7,0,2015-01-17T00:00:00
339,Marvin Eastman,1971-06-08T00:00:00,93.89,175.26,"Las Vegas, Nevada",United States,J-Sect MMA,18,15,1,2013-09-28T00:00:00
340,Floyd Sword,None,83.91,180.34,"Farmington, New Mexico",United States,Team Four Corners,12,3,0,2008-05-31T00:00:00
341,Yusuke Imamura,1976-08-08T00:00:00,99.79,175.26,None,Japan,Takada Dojo,2,6,0,2004-07-03T00:00:00
342,Rafiel Torre,None,88.45,182.88,"Rancho Cucamonga, California",USA,None,1,0,0,2001-02-24T00:00:00
343,Ioka Tianuu,None,136.08,177.8,None,United States,None,1,3,0,2001-11-17T00:00:00
344,Yves Edwards,1976-09-30T00:00:00,70.31,177.8,"Woodlands, Texas",United States,American Top Team,42,22,1,2014-11-22T00:00:00
345,Joe Hurley,1978-06-24T00:00:00,70.31,172.72,"Walnut Creek, California",United States,Lion's Den,12,5,0,2006-11-04T00:00:00
346,Rick Mathis,None,102.06,185.42,None,None,None,4,4,0,2003-08-30T00:00:00
347,Paul Buentello,1974-01-16T00:00:00,92.99,190.5,"Amarillo, Texas",United States,Grudge Training Center,35,17,0,2016-07-15T00:00:00
348,Quinton Jackson,1978-06-20T00:00:00,93.44,185.42,"Memphis, Tennessee",United States,Wolfslair Academy,37,11,0,2016-06-24T00:00:00
349,Rob Smith,1971-11-25T00:00:00,92.99,172.72,"Milwaukee, Wisconsin",United States,Roufusport,20,15,1,2010-05-15T00:00:00
350,Dave Knaggs,None,70.31,167.64,None,None,Gomez Academy,5,3,0,2003-02-28T00:00:00
351,Mike Lee,1977-11-30T00:00:00,77.11,180.34,"Orlando, Florida",United States,None,18,8,0,2010-07-10T00:00:00
352,Jason Buck,1977-08-26T00:00:00,77.11,175.26,"Northfield, Illinois",United States,Gilbert Grappling,14,13,0,2013-04-13T00:00:00
353,Jason Ireland,1979-12-30T00:00:00,70.31,175.26,"Romeo, Michigan",United States,Tap or Snap,19,9,1,2012-10-25T00:00:00
354,Kelly Dullanty,1977-07-04T00:00:00,70.31,172.72,"San Jose, California",USA,None,4,2,0,2008-05-09T00:00:00
355,Roger Neff,1967-09-21T00:00:00,122.47,177.8,Idaho,USA,None,6,4,0,2003-07-19T00:00:00
356,Jerry Jenkins,1974-08-27T00:00:00,92.99,187.96,"Tampa, Florida",United States,Roughnecks Academy,2,2,0,2001-11-17T00:00:00
357,Christopher Khon,None,0,0,None,None,None,0,1,0,2000-11-29T00:00:00
358,Scott Hawkins,None,0,0,None,None,None,2,1,0,2002-06-02T00:00:00
359,Trevor Lally,None,0,0,None,None,None,1,0,0,2000-09-16T00:00:00
360,Eric Pele,1969-07-16T00:00:00,154.22,187.96,"Las Vegas, Nevada",USA,None,11,5,0,2008-05-09T00:00:00
361,Danny Bennett,None,74.84,172.72,"Seattle, Washington",United States,None,3,7,0,2008-08-30T00:00:00
362,Scott Goddard,None,0,0,None,None,None,2,2,0,2000-09-16T00:00:00
363,Mark Smith,1973-12-24T00:00:00,131.54,185.42,"Simi Valley, California",United States,Beverly Hills Jiu-Jitsu Club,10,9,0,2009-05-09T00:00:00
364,Jay Martinez,None,83.01,0,None,None,CSW,8,3,0,2007-11-16T00:00:00
365,Brennan Kamaka,None,77.11,170.18,"Waianae, Hawaii",United States,Jesus Is Lord,5,15,0,2010-08-06T00:00:00
366,Dave Hisquierdo,None,65.77,177.8,"El Cajon, California",United States,None,6,4,0,2007-12-15T00:00:00
367,Pete Rossi,None,0,0,None,None,None,0,1,0,2000-06-24T00:00:00
368,Shad Smith,None,65.77,167.64,"San Bernardino, California",United States,Team Tapout,12,21,2,2013-09-07T00:00:00
369,Dan Rizzuto,1975-08-13T00:00:00,77.11,175.26,None,None,Shamrock USA,2,1,0,2005-03-26T00:00:00
370,Falaniko Vitale,1974-07-14T00:00:00,83.91,177.8,"Honolulu, Hawaii",United States,808 Top Team,30,11,0,2014-09-26T00:00:00
371,Aaron Torres,None,0,0,None,None,None,2,3,0,2005-08-05T00:00:00
372,Ryan Painter,None,0,0,None,None,None,0,3,0,2001-08-04T00:00:00
373,Chris Franco,None,99.79,0,None,None,None,2,3,0,2002-07-07T00:00:00
374,Dustin Moe,None,83.46,175.26,None,None,None,4,7,0,2007-07-14T00:00:00
375,Matt Barrazza,None,63.05,172.72,None,United States,None,1,2,0,2004-09-24T00:00:00
380,Ben Spijkers,1961-03-10T00:00:00,86.18,175.26,Nijmegen,Netherlands,None,0,2,0,1995-10-17T00:00:00
381,Sean McCully,None,83.91,172.72,"Huntington Beach, California",United States,None,3,6,0,2008-10-31T00:00:00
382,Mike Bitonio,None,97.52,185.42,"San Pedro, California",United States,None,0,1,0,1995-10-17T00:00:00
383,Erik Paulson,None,83.91,180.34,"Fullerton, California",United States,CSW,11,4,2,2007-10-13T00:00:00
384,Bart Vale,None,117.93,190.5,"Miami, Florida",United States,None,1,2,0,2000-03-25T00:00:00
385,James Warring,1958-11-26T00:00:00,99.79,190.5,"Miami, Florida",United States,None,2,1,0,1995-10-17T00:00:00
386,Jerome Turcan,None,89.81,190.5,None,France,None,0,1,0,1995-10-17T00:00:00
387,Phil Benedict,None,90.72,167.64,"Moreno Valley, California",United States,None,1,2,0,1995-11-09T00:00:00
388,Jerry Flynn,None,106.59,193.04,None,United States,None,0,1,0,1995-10-17T00:00:00
389,Fred Floyd,None,172.37,193.04,"West Hills, California",United States,None,2,4,0,2001-08-04T00:00:00
390,Joe Doerksen,1977-09-10T00:00:00,84.37,182.88,"Winnipeg, Manitoba",Canada,Canadian Fighting Centre,51,16,0,2014-09-19T00:00:00
391,Scott Ventimiglia,1972-11-17T00:00:00,83.91,175.26,"Wood River, Illinois",United States,War Room MMA,14,6,1,2010-08-21T00:00:00
392,Rich Franklin,1974-10-05T00:00:00,83.91,185.42,"Cincinnati, Ohio",United States,Team Extreme,29,7,0,2012-11-10T00:00:00
393,Naoyuki Kotani,1981-12-08T00:00:00,70.31,172.72,"Yokohama, Kanagawa",Japan,Rodeo Style,33,14,7,2016-06-12T00:00:00
394,Curtis Brigham,None,63.5,175.26,"Winnipeg, Manitoba",Canada,Winnipeg Academy of MMA,11,5,0,2013-03-23T00:00:00
395,Brett Al-azzawi,None,81.65,182.88,None,None,None,8,15,0,2003-06-08T00:00:00
396,Chatt Lavender,1976-05-24T00:00:00,77.11,172.72,"Chatanooga, Tennessee",United States,Team Assassin Grapplers MMA,9,7,0,2009-09-19T00:00:00
397,Kerry Schall,1971-08-09T00:00:00,120.2,187.96,"Cincinnati, Ohio",United States,Meat Truck Inc.,24,13,0,2013-03-20T00:00:00
398,Masaya Kojima,None,83.01,177.8,None,Japan,Wajutsu Keishukai,4,6,0,2002-11-30T00:00:00
399,Griffen Reynaud,None,90.72,182.88,"Salt Lake City, Utah",United States,None,2,3,0,2003-02-23T00:00:00
400,Harold German,None,76.2,177.8,"Bronx, New York",United States,None,0,1,0,1995-11-18T00:00:00
401,Carlson Gracie Jr,None,70.76,175.26,Rio de Janeiro,Brazil,None,0,0,2,1999-05-22T00:00:00
402,Mario Sperry,1966-09-28T00:00:00,95.25,187.96,Rio de Janeiro,Brazil,None,13,4,0,2007-07-14T00:00:00
403,Ralph Gracie,1971-05-25T00:00:00,70.31,175.26,Rio de Janeiro,Brazil,Ralph Gracie Jiu-Jitsu,6,1,0,2004-05-23T00:00:00
404,Makoto Muraoko,None,72.12,175.26,Sapporo,Japan,None,0,1,0,1995-11-18T00:00:00
405,Gary Myers,None,99.79,175.26,"Muncie, Indiana",United States,None,14,10,1,2008-08-22T00:00:00
406,Tom Glanville,None,111.13,187.96,"Las Vegas, Nevada",United States,None,0,1,1,1997-03-28T00:00:00
407,Victor Tatarkin,None,93.89,180.34,Moscow,Russia,None,0,1,0,1995-11-18T00:00:00
408,Robert Loyer,None,68.04,170.18,Quebec,Canada,None,0,1,0,1995-11-18T00:00:00
409,Jason Canals,1976-07-16T00:00:00,72.57,172.72,"Tracy, California",United States,Lion's Den,0,4,1,1997-04-04T00:00:00
410,Nigel Scantelbury,None,63.05,170.18,"Montreal, Quebec",Canada,None,0,1,1,1996-08-14T00:00:00
411,Steve Nelson,None,79.38,175.26,"Amarillo, Texas",United States,None,3,3,0,1998-09-01T00:00:00
412,Jim Teachout,None,72.12,170.18,"Portage, Michigan",United States,None,0,1,0,1996-04-26T00:00:00
413,Steve Faulkner,None,81.19,182.88,"Chesapeke, Virginia",USA,None,0,1,0,1996-04-26T00:00:00
414,Jean Riviere,None,117.93,187.96,"Montreal, Quebec",Canada,None,3,1,0,2007-08-04T00:00:00
415,Carl Franks,None,98.88,172.72,"Honolulu, Hawaii",United States,None,3,1,0,1996-04-26T00:00:00
416,Matt Hume,1966-07-14T00:00:00,83.91,177.8,"Kirkland, Washington",United States,AMC Pankration,5,5,0,2002-12-13T00:00:00
417,Ali Mihoubi,None,0,0,None,None,None,1,2,0,2005-06-25T00:00:00
418,Abdelaziz Cherigui,None,0,0,None,None,None,0,2,0,1997-04-06T00:00:00
419,Todd Bjornethun,None,81.65,175.26,None,United States,None,7,5,0,1997-10-12T00:00:00
