Name,Nickname,Wins,Losses,Draws,No Contests,Height (in.),Weight (lbs),Reach (in.),Stance,Birth Date,Sig. Strikes landed/min,strike acc. (%),Sig Strikes taken/min,Strike def. (%),TD/15 min,TD acc. (%),TD def. (%),sub/15 min
Marcus Bossett,The Grasshopper,1,3,0,,73,215,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Chris Bostick,,6,3,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Poliana Botelho,,5,1,0,,68,125,,,1988-12-15,0.00,0,0.00,0,0.00,0,0,0.0
Francois Botha,White Buffalo,0,1,0,,74,260,,Orthodox,1968-09-28,0.00,0,1.05,77,0.00,0,0,0.0
Gregory Bouchelaghem,,5,4,0,,74,183,,Switch,,0.27,21,1.53,36,0.00,0,50,0.0
Roy Boughton,Black Dynamite,12,5,0,,72,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Rich Bouphanouvong,,1,4,0,,67,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mike Bourke,The Rhino,10,16,1,1,72,275,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Jess Bouscal,,3,2,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Tai Bowden,,1,1,0,,71,230,,,,0.00,0,0.00,0,0.00,0,0,0.0
Melton Bowen,The Punisher,0,1,0,,72,225,,Orthodox,1969-07-16,0.00,0,0.00,0,0.00,0,0,0.0
Brian Bowles,,10,3,0,,67,135,70,Orthodox,1980-06-22,2.36,26,2.98,64,1.39,70,54,1.4
Roger Bowling,Relentless,11,5,0,1,69,155,68,Orthodox,1982-12-05,3.90,47,3.86,51,3.09,43,27,0.9
Blake Bowman,,2,4,0,,74,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Ashe Bowman,The Archer,9,10,0,,69,155,,,1976-11-17,2.43,42,4.86,57,0.00,0,0,0.0
Kyle Bradley,,15,8,0,1,69,155,71,Orthodox,1982-08-19,1.99,40,3.45,58,0.65,50,40,0.0
Paul Bradley,The Gentleman,18,3,0,1,69,170,,Orthodox,1983-06-13,2.26,32,4.13,56,1.12,16,100,0.0
Ebenezer Fontes Braga,Pitbull,13,7,2,,72,199,,Orthodox,1969-04-14,2.42,50,0.42,71,0.00,0,90,0.6
Joe Brammer,The South Side Strangler,7,3,1,,68,155,,Orthodox,1983-08-23,2.15,31,2.80,56,0.81,50,50,0.0
Dave Branch,,9,2,0,,73,185,79,Orthodox,1981-09-26,1.16,47,0.57,71,2.43,34,28,0.0
Diego Brandao,DB,24,11,0,,67,145,68,Orthodox,1987-05-27,2.94,47,3.38,62,3.21,68,80,0.6
Michael Bravo,,7,4,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Martin Bravo,El Toro,12,0,0,,68,155,71,Southpaw,1993-09-21,8.10,46,4.19,57,0.00,0,83,0.0
Tom Breese,,10,1,0,,75,170,73,Southpaw,1991-09-26,3.61,49,2.65,63,0.00,0,72,0.4
Chris Brennan,The Westside Strangler,19,13,1,,68,170,,Orthodox,1971-10-12,0.60,40,0.97,50,0.00,0,25,2.1
Charlie Brenneman,The Spaniard,19,8,0,,70,155,72,Orthodox,1981-02-09,1.52,56,1.55,46,4.23,42,72,0.0
Mack Brewer,,0,1,0,,,205,,,,0.00,0,6.67,36,0.00,0,0,0.0
Jason Brilz,Hitman,18,5,1,,71,205,71,Orthodox,1975-07-07,2.66,40,1.78,65,2.37,25,25,1.3
Marcus Brimage,The Bama Beast,7,5,0,,64,135,71,Southpaw,1985-04-06,3.97,35,3.64,56,0.56,100,80,0.0
Aaron Brink,,25,21,0,1,75,205,,Orthodox,1974-11-12,3.49,42,5.71,57,0.00,0,0,0.0
Henry Briones,Bure,19,6,1,,68,135,69,,1980-10-22,3.91,42,4.99,56,0.00,0,44,0.4
Marcelo Brito,Jungle Boy,8,5,0,,73,170,,Orthodox,1977-11-27,0.60,20,3.53,55,0.00,0,50,0.0
Antwain Britt,The Juggernaut,11,5,0,,73,205,77,,1978-05-09,1.46,39,2.81,44,1.56,40,50,0.0
Drew Brokenshire,,4,2,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mike Bronzoulis,The Greek,13,3,1,,72,155,,,1979-01-05,1.13,34,2.54,37,0.00,0,33,0.0
Jonathan Brookins,,14,6,0,,72,145,73,Southpaw,1985-08-13,2.69,39,3.63,56,1.94,17,80,0.3
Will Brooks,Ill,18,2,0,,70,155,72,Orthodox,1986-10-08,4.15,58,2.42,55,1.98,51,86,0.1
CM Punk,CM Punk,0,1,0,,73,170,73,Orthodox,1978-10-26,0.00,0,8.96,37,0.00,0,0,0.0
Jarred Brooks,The Monkey God,12,0,0,,63,125,62,Switch,1993-05-02,0.00,0,0.00,0,0.00,0,0,0.0
Rob Broughton,The Bear,15,7,1,,74,265,74,,1983-03-03,2.83,60,2.54,51,0.00,0,26,3.2
Lee Brousseau,Manimal,5,3,0,,73,205,,,1974-10-04,0.00,0,0.00,0,0.00,0,0,0.0
Matt Brown,The Immortal,22,16,0,,72,170,75,Orthodox,1981-01-10,3.76,53,2.63,56,1.60,46,62,1.7
Mike Brown,,26,9,0,,66,145,70,Orthodox,1975-09-08,2.98,44,2.45,60,3.23,40,66,0.6
Dominic Brown,,14,21,0,,71,190,,,1982-06-04,0.00,0,0.00,0,0.00,0,0,0.0
Todd Brown,Bulldog,15,4,0,1,71,205,,Orthodox,1976-12-13,2.15,45,3.85,48,0.00,0,50,0.0
Terrell Brown,,3,1,0,,,185,,,1983-04-13,0.00,0,0.00,0,0.00,0,0,0.0
Chris Brown,,6,4,0,,,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Frederick Brown,,3,1,0,,72,235,,,,0.00,0,0.00,0,0.00,0,0,0.0
Randy Brown,Rudeboy,9,2,0,,75,170,78,Orthodox,1990-07-08,3.02,42,2.95,53,0.83,33,77,0.8
Damien Brown,Beatdown,17,9,0,,70,155,68,Orthodox,1984-12-25,2.19,36,2.50,47,0.46,25,37,0.9
Humberto Brown,El Gato Negro,4,5,0,,70,145,71,,1984-11-03,1.71,50,2.19,62,1.43,25,0,0.0
Travis Browne,Hapa,18,5,1,,78,255,79,Orthodox,1982-07-17,2.88,40,4.15,43,1.25,71,83,0.2
Junie Browning,,4,5,0,,69,155,,Orthodox,1984-05-12,3.76,48,1.76,66,3.53,66,0,3.5
Jules Bruchez,,1,2,0,,72,205,,Southpaw,1977-08-16,0.69,50,5.52,46,0.00,0,0,0.0
Justin Bruckmann,Loaf,7,3,0,,69,170,,Orthodox,,0.59,66,5.91,16,0.00,0,33,0.0
Steve Bruno,Hollywood,14,5,0,,70,170,,Orthodox,1981-11-03,0.96,52,3.38,36,1.94,25,46,0.4
Fernando Bruno,Acougueiro,16,4,0,,66,145,70,,1982-02-24,1.75,39,1.78,48,2.02,22,56,0.5
Derek Brunson,,16,5,0,,73,185,77,Southpaw,1984-01-04,3.13,46,2.62,50,3.13,32,100,0.7
Josh Bryant,The Beast,12,1,0,,70,185,,Orthodox,1980-04-23,1.10,20,6.10,43,0.00,0,0,0.0
Justin Buchholz,,12,6,0,,72,155,73,Orthodox,1983-08-22,2.35,26,4.14,51,0.00,0,33,0.8
Zak Bucia,,7,4,0,,70,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Courtney Buck,,10,5,0,,70,135,,Orthodox,1982-03-19,1.49,28,3.24,54,0.00,0,33,0.0
Julia Budd,,3,1,0,,67,145,67,,1983-07-04,3.40,76,0.81,47,2.43,62,83,0.0
Mike Budnik,,11,4,0,,69,145,68,Orthodox,1974-08-08,0.65,52,0.95,53,0.00,0,0,3.4
Francisco Bueno,,5,2,0,,69,225,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Paul Buentello,The Headhunter,29,14,0,,74,245,77,Orthodox,1974-01-16,3.29,45,3.83,52,0.19,33,39,0.4
Lee Kwan Bum,,0,1,0,,74,286,,Orthodox,,0.71,14,0.00,100,0.00,0,0,0.0
Josh Bumgarner,,6,3,0,,73,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Shawn Bunch,Bunch the Great,4,2,0,,65,135,,,1983-03-19,0.00,0,1.55,55,0.00,0,50,0.0
Shane Burgos,Hurricane,8,0,0,,71,145,75,Orthodox,1991-03-19,4.87,38,3.73,72,1.00,100,91,0.0
Joshua Burkman,The People's Warrior,29,14,0,1,70,170,72,Orthodox,1980-04-10,2.70,43,3.01,52,2.62,37,74,0.3
Mikey Burnett,The Eastside Assassin,5,2,0,,66,170,,Orthodox,1974-04-12,0.00,0,0.00,0,0.00,0,0,0.0
Kevin Burns,The Fire,9,5,0,,70,170,74,Orthodox,1980-03-03,2.74,38,4.30,52,0.28,50,47,0.8
Gilbert Burns,Durinho,11,2,0,,70,155,71,Orthodox,1986-07-20,2.24,36,3.40,56,1.95,30,36,1.1
Josh Burns,The Hammer,0,1,0,,73,244,,,1978-05-15,2.40,48,5.73,32,0.00,0,100,0.0
Derrick Burnsed,,8,2,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Nah-Shon Burrell,The Rock n Rolla,9,3,0,,71,170,73,Orthodox,1990-02-05,4.83,47,3.45,56,0.00,0,52,0.3
Martin Buschkamp,Barracuda,9,0,0,1,69,145,70,Orthodox,1991-01-06,0.00,0,0.00,0,0.00,0,0,0.0
George Bush,,5,2,0,,73,205,,,,6.35,64,2.31,55,17.31,66,0,0.0
Bubba Bush,The Fightin' Texas Aggie,8,3,0,1,72,185,73,Orthodox,1985-07-24,0.63,55,7.01,25,2.82,50,60,0.0
Murilo Bustamante,,14,8,1,,74,183,,Orthodox,1966-07-30,1.33,32,1.90,60,2.46,33,54,1.2
Nick Bustamante,,3,0,0,,69,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Eduardo Bustillos,,4,2,0,,68,135,,,1987-06-02,2.61,59,6.22,35,0.00,0,100,0.0
Jason Butcher,,8,2,0,,75,185,,,1984-10-23,1.82,40,2.73,25,13.64,50,0,0.0
Todd Butler,,1,4,0,,73,200,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Goldman Butler,,1,4,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Ian Butler,,1,2,0,,68,155,,,,2.09,14,6.69,36,0.00,0,50,0.0
Raphael Butler,The Silencer,9,2,1,,75,261,,,1984-01-04,4.69,45,0.94,91,0.00,0,100,14.1
Steve Byrnes,The Sergeant,6,1,0,,72,170,,Orthodox,,1.20,51,2.67,27,3.00,60,0,4.0
Michael Byrnes,,5,2,0,,71,155,,,1990-07-17,0.00,0,0.00,0,0.00,0,0,0.0
Yan Cabral,,12,3,0,,71,155,73,Orthodox,1983-05-13,2.02,47,1.98,62,2.89,35,37,1.2
Alvin Cacdac,,16,11,0,,66,125,,Orthodox,,1.21,66,0.61,0,0.00,0,0,0.0
Alex Caceres,Bruce Leeroy,12,10,0,1,70,145,73,Southpaw,1988-06-20,3.72,49,2.49,63,0.68,81,56,0.9
Travis Calanoc,The Dark Knight,5,1,0,,68,145,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Joanne Calderwood,JoJo,11,2,0,,66,125,65,,1985-12-23,6.92,54,4.65,44,2.46,57,66,0.0
Darrion Caldwell,The Wolf,8,0,0,,70,135,,,1987-12-19,0.85,34,0.57,60,3.41,66,100,0.8
Joe Camacho,,13,16,3,,69,155,,Orthodox,1972-03-10,0.31,17,5.00,42,0.00,0,0,0.0
Fabricio Camoes,Morango,14,9,1,,70,155,73,Orthodox,1978-12-23,1.29,33,1.85,61,2.34,32,20,1.5
Chris Camozzi,,24,12,0,,74,185,76,Orthodox,1986-11-20,3.78,44,2.99,57,0.29,19,59,0.4
Brian Camozzi,The Mantis,7,3,0,,74,170,78,Orthodox,1991-06-24,1.71,31,6.55,48,0.00,0,0,2.3
Mike Campbell,The Beast,9,4,0,,69,155,,Southpaw,,1.40,26,1.40,63,5.26,100,0,0.0
Thomas Campbell,,2,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Shane Campbell,Shaolin,12,6,0,,72,155,71,Orthodox,1987-01-21,3.99,59,3.19,55,1.36,28,82,0.0
John Campetella,,0,1,0,,69,235,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Wagner Campos,Galeto,11,4,0,,66,145,,Southpaw,1981-07-31,1.54,41,2.53,51,2.71,100,0,0.0
Derek Campos,The Stallion,16,6,0,,69,155,,,1988-04-01,2.41,23,10.34,44,0.00,0,0,0.0
Will Campuzano,,13,6,0,,69,125,70,Orthodox,1986-05-27,2.43,31,3.82,57,0.88,45,48,0.2
Chico Camus,The King,14,7,0,1,66,125,66,Orthodox,1985-01-26,2.58,41,2.46,64,0.77,40,72,0.4
Asbel Cancio,,0,1,0,,70,225,,,,0.00,0,0.00,0,0.00,0,0,0.0
Luiz Cane,Banha,12,5,0,1,74,185,77,Southpaw,1981-04-24,4.79,41,5.00,60,0.56,28,100,0.3
Guido Cannetti,Ninja,7,3,0,,66,135,68,Southpaw,1979-12-19,3.08,54,2.07,55,3.45,55,93,0.0
Jared Cannonier,The Killa Gorilla,9,2,0,,71,205,77,Switch,1984-03-16,3.28,60,2.63,64,0.00,0,30,0.0
Jose Canseco,,0,1,0,,76,240,,Orthodox,1964-07-02,0.78,10,4.68,62,0.00,0,0,0.0
Cody Canterbury,,1,10,0,,68,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Bo Cantrell,Redrum,10,10,0,,74,235,,Orthodox,1969-02-08,3.16,16,12.63,0,0.00,0,0,0.0
Steve Cantwell,The Robot,7,6,0,,74,185,75,Orthodox,1986-12-08,3.63,34,5.76,55,0.65,30,80,0.7
Frank Caracci,,2,3,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Gina Carano,Conviction,7,1,0,,68,145,,Orthodox,1982-04-16,4.50,47,2.66,64,1.24,80,81,1.6
Dos Caras Jr.,,9,5,0,,76,225,,Orthodox,1977-05-25,0.77,23,1.20,59,0.00,0,72,0.0
Bryan Caraway,Kid Lightning,21,8,0,,68,135,68,Orthodox,1984-08-04,2.25,33,3.07,57,2.82,34,80,0.9
Remo Cardarelli,,5,2,0,,,135,,,,2.27,47,1.47,59,0.00,0,100,0.0
Phil Cardella,,8,5,0,,71,155,,,1976-07-09,2.47,50,2.00,57,0.00,0,11,2.5
Edgar Cardenas,Kitty Katt,3,1,0,,,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
Chris Cariaso,Kamikaze,17,8,0,,63,125,63,Southpaw,1981-05-27,3.35,43,2.23,61,1.11,39,57,0.8
Ronald Carillo,,2,1,0,,,125,,,,0.00,0,0.00,0,0.00,0,0,0.0
Rafael Carino,,2,1,1,,80,245,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Don Carlo-Clauss,,7,5,0,,,170,,,,1.44,30,7.68,43,0.00,0,66,0.0
Antonio Carlos Junior,Cara de Sapato,8,2,0,1,74,185,79,Orthodox,1990-03-16,1.91,43,1.94,53,4.00,44,58,0.7
Francis Carmont,Limitless,23,10,0,,75,205,78,Orthodox,1981-10-11,2.22,42,1.64,59,1.79,36,73,0.6
Liz Carmouche,Girlrilla,10,5,0,,66,135,66,Orthodox,1984-02-19,3.27,54,2.80,60,2.81,46,66,0.2
Roan Carneiro,Jucao,21,11,0,,71,170,74,Orthodox,1978-06-02,1.46,46,1.82,62,3.05,42,83,1.4
Renato Moicano,Moicano,10,0,1,,71,145,72,Orthodox,1989-05-21,3.91,38,2.64,64,0.64,50,62,0.6
Gabriel Carrasco,,7,0,0,,66,135,,,,4.15,37,1.53,80,0.00,0,100,0.0
Cody Carrillo,,8,11,0,,70,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Cain Carrizosa,The Insane,6,2,0,,68,155,74,Orthodox,1986-07-22,2.72,42,5.80,51,0.00,0,14,0.0
Roger Carroll,The Leprechaun,16,12,0,,70,170,,,,7.62,61,10.48,43,0.00,0,100,0.0
Jonny Carson,,9,5,0,,70,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Scott Carson,,4,2,0,,74,215,,,,0.62,66,6.22,23,0.00,0,0,0.0
Shonie Carter,Mr. International,50,27,7,1,70,170,,Southpaw,1972-05-03,1.62,36,2.32,47,0.75,66,75,0.0
Bruno Carvalho,,6,2,0,,68,154,,,1982-06-07,0.60,45,0.93,53,0.00,0,66,4.0
Antonio Carvalho,Pato,15,6,0,,69,145,68,Orthodox,1979-05-30,3.03,29,3.62,64,0.00,0,100,0.0
Rafael Carvalho,,12,1,0,,75,185,,,1986-07-27,1.94,50,1.84,54,2.77,40,70,0.0
Shane Carwin,The Engineer,12,2,0,,74,265,80,Orthodox,1975-01-04,4.38,47,3.53,53,1.42,33,42,0.0
Johnny Case,Hollywood,22,5,0,,70,155,72,Orthodox,1989-06-28,3.44,40,2.01,59,2.10,47,75,0.0
Kevin Casey,King,9,5,1,2,71,185,77,Southpaw,1981-06-15,2.27,53,3.76,46,0.79,22,27,0.4
Cortney Casey,Cast Iron,6,4,0,,67,115,67,Orthodox,1987-05-05,3.78,43,3.91,51,0.58,66,23,0.3
Brandon Cash,Money,5,3,0,,77,255,,Orthodox,,5.42,72,0.68,33,10.17,66,0,0.0
Bendy Casimir,,19,11,2,,65,145,,Southpaw,1980-06-10,0.74,27,3.42,54,0.00,0,100,0.0
Dwayne Cason,,1,1,0,,70,212,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Joe Cason,,8,1,0,,75,205,,,1988-01-19,4.17,55,10.83,23,0.00,0,0,0.0
Eric Castile,,3,2,0,,68,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
Gil Castillo,,8,5,0,,69,170,,Southpaw,1965-10-21,0.60,45,2.22,44,3.33,45,50,0.0
Danny Castillo,Last Call,17,10,0,,69,155,71,Orthodox,1979-08-25,2.57,42,1.96,62,2.95,38,63,0.2
Raul Castillo,,6,1,0,,71,185,,Orthodox,,1.47,48,3.27,60,0.00,0,0,0.0
Jenna Castillo,,1,0,0,,62,125,,,1982-05-05,3.24,56,2.01,57,1.68,100,100,0.0
Tim Catalfo,Obake,4,2,0,,71,235,,Orthodox,,0.39,100,0.77,33,0.00,0,0,0.0
Nick Catone,The Jersey Devil,10,4,0,,72,185,72,Southpaw,1981-09-01,2.11,44,2.32,63,3.71,44,83,0.5
Luke Caudillo,Lil' Hulk,17,16,0,,67,155,,Orthodox,1980-11-30,1.97,28,5.07,55,0.44,20,85,0.0
Gesias Cavalcante,JZ,16,5,1,1,68,155,71,Orthodox,1983-07-06,1.98,35,3.11,51,1.25,36,66,1.1
Rafael Feijao,Feijao,12,7,0,1,73,205,73,Orthodox,1980-04-14,2.71,53,3.62,49,0.60,40,63,0.1
Magnus Cedenblad,Jycken,14,5,0,,77,185,79,Orthodox,1982-04-10,2.38,51,3.02,40,2.87,64,66,1.0
Yosdenis Cedeno,Pink Panther,10,5,0,,68,155,69,Orthodox,1985-02-12,1.64,29,1.60,67,0.00,0,31,0.3
Henry Cejudo,The Messenger,10,1,0,,64,125,64,Orthodox,1987-02-09,3.87,42,2.70,71,2.12,31,100,0.2
Adam Cella,El Naturel,4,2,0,,74,170,78,,1985-06-26,1.91,42,2.61,51,3.92,75,50,1.3
Donald Cerrone,Cowboy,32,8,0,1,73,170,73,Orthodox,1983-03-29,4.18,47,4.01,54,1.36,42,70,1.6
Jared Chaffee,,5,1,0,,70,155,,,1984-12-15,0.00,0,0.00,0,0.00,0,0,0.0
Luan Chagas,Tarzan,14,2,1,,72,170,75,Orthodox,1993-06-17,3.01,40,2.87,51,0.52,20,100,0.0
Ansar Chalangov,,14,4,0,,69,170,,Orthodox,1979-10-30,0.68,66,1.69,54,0.00,0,0,7.6
Alex Chambers,Astro Girl,5,3,0,,63,115,63,,1978-10-25,2.95,50,5.83,50,1.54,30,53,1.5
Mike Chandler,,9,3,0,,68,155,,,1986-04-24,4.08,47,3.81,52,2.57,41,80,1.5
Donnie Chappell,,0,1,0,,71,178,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Joe Charles,The Ghetto Man,6,13,0,,73,260,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Dan Charles,The Man,10,3,0,,74,228,,,1985-09-24,2.82,45,3.51,44,0.00,0,31,0.0
Ernest Chavez,The Mad Titan,8,2,0,,68,145,70,Orthodox,1983-06-27,2.79,40,3.89,59,0.89,33,50,0.0
Emilio Chavez,,8,5,0,,69,145,,,,2.73,48,1.53,54,3.00,50,0,0.0
Albert Cheng,,2,4,0,,71,170,,Orthodox,1985-02-07,1.00,41,2.60,71,0.00,0,0,0.0
Ion Cherdivara,,1,1,0,,,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Michael Chiesa,Maverick,14,2,0,,73,155,75,Southpaw,1987-12-07,2.26,37,2.38,52,2.87,40,72,1.5
Sako Chivitchian,,5,1,0,,71,155,,,1984-03-11,2.40,27,4.80,46,0.00,0,100,0.0
Mu Bae Choi,,9,4,0,,74,230,,Orthodox,1970-06-27,1.55,49,3.65,44,3.12,75,60,1.0
Hong Man Choi,Techno Goliath,2,3,0,,86,330,,Orthodox,1980-10-30,1.32,26,1.46,36,0.71,100,84,0.0
Dooho Choi,The Korean Superboy,14,2,0,,70,145,70,Orthodox,1991-04-10,5.58,52,6.19,49,0.77,20,50,0.0
John Cholish,,8,3,0,,71,155,72,Orthodox,1983-12-17,2.65,49,2.29,73,1.82,31,78,0.4
Ryo Chonan,Piranah,20,12,0,,69,170,70,Orthodox,1976-10-08,2.57,43,2.25,60,0.61,41,39,0.3
Katlyn Chookagian,Blonde Fighter,8,1,0,,69,135,68,Orthodox,1988-12-28,2.23,26,2.17,68,0.00,0,54,0.0
Will Chope,The Kill,19,6,0,,76,145,76,Switch,1990-09-08,4.43,27,9.93,46,0.00,0,0,0.0
Joachim Christensen,,14,4,0,,75,205,76,Orthodox,1978-11-07,4.17,41,3.03,49,0.00,0,0,0.0
Dan Christison,The Sandman,20,7,0,,80,265,,Orthodox,1972-04-26,4.23,51,3.88,54,0.00,0,37,1.1
Anthony Christodoulou,,12,6,0,,69,155,72,Orthodox,1987-07-30,2.19,26,5.90,45,0.00,0,40,0.0
Murad Chunkaiev,,8,3,0,,71,185,,Orthodox,,0.85,16,3.41,66,8.53,100,0,0.0
Steven Ciaccio,Stryker,4,4,0,,72,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mike Ciesnolevicz,,19,4,0,1,72,235,,Orthodox,1979-10-28,0.51,50,4.62,57,0.00,0,20,5.1
Branko Cikatic,,0,2,0,,73,215,,Orthodox,1954-10-03,0.00,0,0.00,0,0.00,0,0,0.0
Nikolajus Cilkinas,,1,6,0,,,,,Orthodox,,0.00,0,5.88,16,0.00,0,0,0.0
Misha Cirkunov,,13,2,0,,75,205,77,Orthodox,1987-02-27,3.97,52,2.28,70,4.96,56,66,1.6
Johnny Cisneros,The Tattooed Terror,9,4,0,,71,170,,,1980-02-05,0.00,0,0.00,0,0.00,0,0,0.0
Laverne Clark,,27,19,1,,71,170,,Orthodox,1973-12-02,0.00,0,0.00,0,0.00,0,0,0.0
Logan Clark,,15,5,0,,74,185,,Orthodox,1985-02-16,2.20,54,1.49,53,0.31,100,30,2.1
Mychal Clark,,7,12,0,,75,224,,Orthodox,,5.80,56,2.90,59,0.00,0,0,0.0
Dominic Clark,,3,1,0,,70,155,,,1985-08-01,0.00,0,0.00,0,0.00,0,0,0.0
Heather Jo Clark,Hurricane,7,6,0,,66,115,64,,1980-09-19,3.69,49,5.62,50,0.33,4,80,0.3
Devin Clark,Brown Bear,7,1,0,,72,205,75,Orthodox,1990-04-12,3.06,49,2.71,44,1.50,28,100,0.8
John Clarke,,1,1,0,,,170,,,1977-08-15,0.00,0,0.00,0,0.00,0,0,0.0
Mitch Clarke,Danger Zone,11,4,0,,70,155,73,Orthodox,1985-11-24,2.26,34,2.85,46,0.74,18,50,0.5
Rich Clementi,No Love,40,20,1,,69,155,72,Southpaw,1976-03-31,1.43,37,2.29,60,1.72,42,25,1.1
Chris Clements,The Menace,12,6,0,1,70,170,70,Orthodox,1976-02-09,3.20,49,2.37,44,0.00,0,32,0.3
RJ Clifford,,3,2,0,,,160,,,,0.00,0,0.00,0,0.00,0,0,0.0
Josh Clopton,The Gentleman,6,2,1,,66,145,68,Orthodox,1981-07-11,1.60,64,2.87,50,2.00,66,75,0.0
Brian Cobb,,19,6,0,,71,155,,Orthodox,,0.00,0,3.68,55,5.81,50,0,0.0
Darryl Cobb,,5,4,0,,69,185,,,1980-08-04,0.00,0,0.00,0,0.00,0,0,0.0
Dave Cochran,,25,28,1,,66,155,,,1973-05-10,0.00,0,0.00,0,0.00,0,0,0.0
Dakota Cochrane,,18,8,0,,68,155,,,1986-05-01,2.66,75,2.66,30,4.43,33,0,0.0
Marloes Coenen,,21,5,0,,69,145,67,,1981-03-31,2.15,51,1.90,67,0.82,30,41,2.5
Marc Cofer,,4,4,0,,,185,,,1972-03-03,0.00,0,0.00,0,0.00,0,0,0.0
John Cofer,The Potter,7,4,0,,69,155,73,Southpaw,1984-04-29,2.73,41,3.43,62,1.22,50,64,0.0
Chris Coggins,,4,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Wayne Cole,,16,18,0,,73,205,,Orthodox,,0.57,20,8.33,27,4.31,25,0,4.3
Devin Cole,,21,9,1,,76,240,,Orthodox,1976-10-01,2.68,50,2.53,47,0.90,33,66,0.0
Coltin Cole,,2,3,0,,,185,,,1989-04-24,0.00,0,0.00,0,0.00,0,0,0.0
Ivan Cole,JP,2,3,0,,69,135,,,1990-11-30,2.68,36,4.69,46,0.00,0,0,0.0
Mark Coleman,The Hammer,16,10,0,,73,205,75,Orthodox,1964-12-20,1.88,52,2.62,40,3.89,40,50,0.8
Cortez Coleman,Hollywood,7,2,0,,73,185,,,1982-01-28,0.00,0,0.00,0,0.00,0,0,0.0
Clay Collard,Cassius,14,7,0,1,71,145,73,Orthodox,1993-03-10,4.22,32,5.00,50,2.81,39,71,0.5
Jake Collier,The Prototype,10,3,0,,75,205,78,Orthodox,1988-10-25,3.98,38,3.19,56,1.37,33,66,0.5
Christian Colombo,Godzilla,8,2,1,,77,265,80,Orthodox,1980-07-01,2.90,45,3.05,44,0.00,0,36,0.0
Wes Combs,The Soldier,19,5,0,,74,205,,Orthodox,1973-06-18,2.14,48,4.73,45,0.00,0,0,0.0
Carlos Condit,The Natural Born Killer,30,10,0,,74,170,75,Orthodox,1984-04-26,3.78,39,2.42,56,0.59,52,39,1.2
Chris Condo,,0,1,0,,72,335,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Jeremiah Constant,,10,7,0,1,73,240,,Orthodox,1974-07-19,1.50,75,3.25,43,0.00,0,0,7.5
Jonathan Contrestano,JT,5,0,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Bob Cook,Crazy,5,0,0,,69,170,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Mike Cook,,11,9,0,,73,205,,Orthodox,,1.72,49,2.40,46,1.03,33,55,2.1
Chad Cook,,9,9,0,,74,205,,,1979-11-07,0.00,0,0.00,0,0.00,0,0,0.0
TJ Cook,,12,4,0,,,205,,,1982-09-08,2.30,47,3.18,54,1.01,50,0,0.0
Dewey Cooper,The Black Cobra,2,1,0,,,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Brett Cooper,,15,7,0,,72,170,,Orthodox,1987-07-02,0.00,0,0.00,0,0.00,0,0,0.0
Bill Cooper,,2,1,0,,,155,,,1984-05-05,0.00,0,0.00,0,0.00,0,0,0.0
Bobby Cooper,Super Duper,12,5,0,,73,155,,,,2.87,25,3.40,59,0.00,0,40,1.0
